         40240765 function calls (40240693 primitive calls) in 85.320 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        7    0.000    0.000    0.000    0.000 threading.py:1430(current_thread)
        8    0.000    0.000    0.000    0.000 lax.py:1304(<genexpr>)
       20    0.000    0.000    0.000    0.000 reductions.py:181(force)
        7    0.000    0.000    0.000    0.000 threading.py:267(__exit__)
        4    0.000    0.000    0.000    0.000 abc.py:121(__subclasscheck__)
       24    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
        7    0.000    0.000    0.000    0.000 threading.py:276(_acquire_restore)
       29    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 lax.py:176(_extract_tracers_dyn_shape)
        6    0.000    0.000    0.000    0.000 device_array.py:240(__len__)
        5    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
       14    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        2    0.000    0.000    0.000    0.000 _weakrefset.py:27(__exit__)
        7    0.000    0.000    0.000    0.000 iostream.py:437(_is_master_process)
        4    0.000    0.000    0.000    0.000 shape_base.py:23(atleast_1d)
       27    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       31    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        8    0.000    0.000    0.000    0.000 _data.py:23(_get_dtype)
        1    0.000    0.000    0.000    0.000 utils.py:296(<listcomp>)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:111(remove)
        2    0.000    0.000    0.000    0.000 linear_util.py:220(transformation_with_aux)
       14    0.000    0.000    0.000    0.000 threading.py:1145(ident)
       39    0.000    0.000    0.000    0.000 lax_numpy.py:2241(<genexpr>)
       26    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       24    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'argmin' of 'numpy.ndarray' objects}
        7    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
        4    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
       24    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 core.py:2037(call_bind_continuation)
        8    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
       24    0.000    0.000    0.000    0.000 arrayprint.py:552(_array2string_dispatcher)
        1    0.000    0.000    0.000    0.000 os.py:675(__getitem__)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:86(add)
       12    0.000    0.000    0.000    0.000 lax.py:956(<genexpr>)
       24    0.000    0.000    0.000    0.000 fromnumeric.py:2672(_amax_dispatcher)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:53(_commit_removals)
        1    0.000    0.000    0.000    0.000 linear_util.py:147(populate_stores)
        7    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
        1    0.000    0.000    0.000    0.000 {built-in method fcntl.ioctl}
        8    0.000    0.000    0.000    0.000 shape_base.py:1273(<genexpr>)
       17    0.000    0.000    0.000    0.000 tree_util.py:206(<listcomp>)
        1    0.000    0.000    0.000    0.000 api.py:3088(_valid_jaxtype)
        7    0.000    0.000    0.000    0.000 threading.py:273(_release_save)
        8    0.000    0.000    0.000    0.000 shape_base.py:1263(<genexpr>)
       28    0.000    0.000    0.000    0.000 threading.py:553(is_set)
        4    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        4    0.000    0.000    0.000    0.000 _sputils.py:93(to_native)
        4    0.000    0.000    0.000    0.000 shape_base.py:1187(_tile_dispatcher)
       24    0.000    0.000    0.000    0.000 _sputils.py:313(<genexpr>)
        5    0.000    0.000    0.000    0.000 utils.py:57(__init__)
       24    0.000    0.000    0.000    0.000 fromnumeric.py:2797(_amin_dispatcher)
        4    0.000    0.000    0.000    0.000 core.py:1813(symbolic_equal_shape)
       23    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       14    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 weakref.py:508(setdefault)
        4    0.000    0.000    0.000    0.000 arraysetops.py:125(_unpack_tuple)
        2    0.000    0.000    0.000    0.000 linear_util.py:142(wrap)
        8    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 linear_util.py:233(wrap_init)
       27    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
       20    0.000    0.000    0.000    0.000 dtypes.py:482(<genexpr>)
        1    0.000    0.000    0.000    0.000 utils.py:74(__eq__)
        5    0.000    0.000    0.000    0.000 std.py:169(colour)
        2    0.000    0.000    0.000    0.000 utils.py:136(disable_on_exception)
        4    0.000    0.000    0.000    0.000 linear_util.py:103(val)
        1    0.000    0.000    0.000    0.000 utils.py:105(__init__)
        7    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        2    0.000    0.000    0.000    0.000 std.py:1171(__hash__)
        1    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.generic' objects}
       16    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
        1    0.000    0.000    0.000    0.000 os.py:755(encode)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:21(__enter__)
        4    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
        5    0.000    0.000    0.000    0.000 utils.py:61(__format__)
        3    0.000    0.000    0.000    0.000 utils.py:101(wrapper_setattr)
        4    0.000    0.000    0.000    0.000 _base.py:1301(isspmatrix)
        1    0.000    0.000    0.000    0.000 tree_util.py:61(tree_unflatten)
        3    0.000    0.000    0.000    0.000 linear_util.py:131(__init__)
        7    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        8    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        7    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 utils.py:171(__eq__)
        1    0.000    0.000    0.000    0.000 iostream.py:304(fileno)
        7    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        2    0.000    0.000    0.000    0.000 linear_util.py:224(<lambda>)
        2    0.000    0.000    0.000    0.000 std.py:1167(_comparable)
        7    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        4    0.000    0.000    0.000    0.000 _base.py:348(asformat)
        3    0.000    0.000    0.000    0.000 std.py:228(__init__)
        2    0.000    0.000    0.000    0.000 utils.py:88(__getattr__)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:17(__init__)
        8    0.000    0.000    0.000    0.000 fromnumeric.py:2922(_prod_dispatcher)
        1    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        7    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        8    0.000    0.000    0.000    0.000 core.py:1708(greater_equal)
        7    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 _monitor.py:94(report)
        1    0.000    0.000    0.000    0.000 std.py:657(get_lock)
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        5    0.000    0.000    0.000    0.000 std.py:165(colour)
        4    0.000    0.000    0.000    0.000 arraysetops.py:133(_unique_dispatcher)
        1    0.000    0.000    0.000    0.000 api.py:534(_device_array_use_fast_path)
        4    0.000    0.000    0.000    0.000 shape_base.py:77(_atleast_2d_dispatcher)
        4    0.000    0.000    0.000    0.000 linear_util.py:109(__nonzero__)
        1    0.000    0.000    0.000    0.000 linear_util.py:138(__name__)
        1    0.000    0.000    0.000    0.000 std.py:1161(__del__)
        2    0.000    0.000    0.000    0.000 linear_util.py:91(__init__)
        4    0.000    0.000    0.000    0.000 shape_base.py:19(_atleast_1d_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        1    0.000    0.000    0.000    0.000 api_util.py:267(argnums_partial_except)
        2    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        2    0.000    0.000    0.000    0.000 linear_util.py:94(store)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 core.py:2060(apply_todos)
        1    0.000    0.000    0.000    0.000 utils.py:231(_screen_shape_wrapper)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:1219(_argmin_dispatcher)
        1    0.000    0.000    0.000    0.000 linear_util.py:239(annotate)
        1    0.000    0.000    0.000    0.000 api_util.py:305(argnames_partial_except)
        1    0.000    0.000    0.000    0.000 std.py:1315(<lambda>)


