         73841602 function calls (73840504 primitive calls) in 70.970 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   251015    0.118    0.000    0.118    0.000 core.py:883(cur_sublevel)
      425    0.001    0.000    0.113    0.000 lax.py:417(integer_pow)
    62403    0.111    0.000    0.111    0.000 dtypes.py:441(is_python_scalar)
   125296    0.103    0.000    0.103    0.000 dispatch.py:940(<listcomp>)
   508024    0.102    0.000    0.102    0.000 dtypes.py:313(<genexpr>)
    62342    0.051    0.000    0.101    0.000 lax_numpy.py:4250(_is_scalar)
   250592    0.097    0.000    0.097    0.000 dispatch.py:937(<genexpr>)
   500747    0.097    0.000    0.097    0.000 {built-in method builtins.iter}
      245    0.004    0.000    0.091    0.000 lax_numpy.py:1939(array)
   566750    0.091    0.000    0.091    0.000 multiarray.py:664(result_type)
   317630    0.089    0.000    0.089    0.000 core.py:1290(is_opaque_dtype)
   187634    0.085    0.000    0.085    0.000 getlimits.py:672(max)
      184    0.003    0.000    0.085    0.000 lax_numpy.py:2227(arange)
    62708    0.072    0.000    0.083    0.000 util.py:347(canonicalize_axis)
   438466    0.083    0.000    0.083    0.000 fromnumeric.py:1961(_shape_dispatcher)
   125296    0.064    0.000    0.064    0.000 device_array.py:76(type_is_device_array)
   314822    0.064    0.000    0.064    0.000 {method 'items' of 'dict' objects}
   252060    0.063    0.000    0.063    0.000 dtypes.py:506(<genexpr>)
       61    0.001    0.000    0.063    0.001 _coo.py:127(__init__)
   124928    0.062    0.000    0.062    0.000 lax.py:1321(<listcomp>)
       61    0.001    0.000    0.057    0.001 lax_numpy.py:553(transpose)
   187331    0.057    0.000    0.057    0.000 lax_numpy.py:4257(<genexpr>)
       61    0.000    0.000    0.055    0.001 lax.py:951(transpose)
   125172    0.054    0.000    0.054    0.000 util.py:333(<genexpr>)
    63132    0.043    0.000    0.051    0.000 numeric.py:1873(isscalar)
    62464    0.031    0.000    0.050    0.000 <string>:1(<lambda>)
      366    0.009    0.000    0.049    0.000 device_array.py:209(__repr__)
       61    0.000    0.000    0.049    0.001 std.py:1174(__iter__)
   250772    0.049    0.000    0.049    0.000 fromnumeric.py:3117(_ndim_dispatcher)
   313601    0.049    0.000    0.049    0.000 core.py:708(pure)
   187331    0.048    0.000    0.048    0.000 lax_numpy.py:4188(<genexpr>)
       60    0.001    0.000    0.048    0.001 std.py:1212(update)
       60    0.003    0.000    0.048    0.001 scsatime.py:201(compute_cscsa_cost)
       61    0.000    0.000    0.047    0.001 std.py:1339(refresh)
   124929    0.047    0.000    0.047    0.000 {built-in method __new__ of type object at 0x108d5e920}
       62    0.000    0.000    0.047    0.001 std.py:1478(display)
       61    0.001    0.000    0.044    0.001 _coo.py:320(toarray)
       61    0.000    0.000    0.044    0.001 slicing.py:698(dynamic_index_in_dim)
   187514    0.041    0.000    0.041    0.000 core.py:1702(symbolic_equal)
       62    0.000    0.000    0.040    0.001 std.py:348(print_status)
    62464    0.030    0.000    0.039    0.000 enum.py:783(__hash__)
       61    0.038    0.001    0.038    0.001 {built-in method scipy.sparse._sparsetools.coo_todense}
       62    0.000    0.000    0.038    0.001 std.py:342(fp_write)
      126    0.000    0.000    0.038    0.000 utils.py:143(inner)
    62464    0.030    0.000    0.038    0.000 slicing.py:208(from_any)
    62464    0.028    0.000    0.037    0.000 lax_numpy.py:4152(_eliminate_deprecated_list_indexing)
   125719    0.035    0.000    0.035    0.000 {built-in method from_iterable}
   188305    0.034    0.000    0.034    0.000 xla.py:84(identity)
   187392    0.034    0.000    0.034    0.000 core.py:1698(is_constant)
       61    0.001    0.000    0.034    0.001 slicing.py:686(dynamic_slice_in_dim)
      366    0.001    0.000    0.033    0.000 <__array_function__ internals>:177(array2string)
      425    0.002    0.000    0.032    0.000 util.py:300(_promote_dtypes_numeric)
      366    0.002    0.000    0.031    0.000 arrayprint.py:561(array2string)
    62464    0.031    0.000    0.031    0.000 lax_numpy.py:4262(<genexpr>)
       64    0.001    0.000    0.031    0.000 iostream.py:471(flush)
       61    0.000    0.000    0.030    0.000 slicing.py:64(dynamic_slice)
       64    0.000    0.000    0.028    0.000 threading.py:589(wait)
       64    0.000    0.000    0.027    0.000 threading.py:288(wait)
       61    0.001    0.000    0.027    0.000 lax_numpy.py:2101(ones)
      511    0.027    0.000    0.027    0.000 {method 'acquire' of '_thread.lock' objects}
      366    0.002    0.000    0.026    0.000 arrayprint.py:506(wrapper)
       61    0.000    0.000    0.025    0.000 lax.py:1183(full)
      366    0.003    0.000    0.024    0.000 arrayprint.py:523(_array2string)
       61    0.001    0.000    0.023    0.000 lax_numpy.py:1767(concatenate)
       61    0.000    0.000    0.022    0.000 <__array_function__ internals>:177(tile)
     1098    0.022    0.000    0.022    0.000 {method 'reduce' of 'numpy.ufunc' objects}
       61    0.002    0.000    0.022    0.000 shape_base.py:1191(tile)
       61    0.002    0.000    0.020    0.000 _coo.py:266(_check)
       61    0.019    0.000    0.019    0.000 {method 'repeat' of 'numpy.ndarray' objects}
      366    0.002    0.000    0.019    0.000 arrayprint.py:452(_get_format_function)
       61    0.000    0.000    0.018    0.000 lax_numpy.py:790(_reshape)
    62464    0.018    0.000    0.018    0.000 {method 'insert' of 'list' objects}
      425    0.001    0.000    0.018    0.000 util.py:307(<listcomp>)
       61    0.001    0.000    0.018    0.000 slicing.py:2116(_dynamic_slice_indices)
      366    0.001    0.000    0.015    0.000 arrayprint.py:410(<lambda>)
      366    0.003    0.000    0.014    0.000 arrayprint.py:1223(__init__)
      122    0.014    0.000    0.014    0.000 lax_numpy.py:2707(diag)
       61    0.000    0.000    0.013    0.000 lax_numpy.py:1791(<listcomp>)
       61    0.000    0.000    0.013    0.000 lax.py:627(concatenate)
      184    0.000    0.000    0.012    0.000 lax_numpy.py:342(result_type)
       61    0.000    0.000    0.011    0.000 _construct.py:26(spdiags)
    63016    0.011    0.000    0.011    0.000 core.py:1273(<lambda>)
       61    0.000    0.000    0.011    0.000 lax.py:830(reshape)
       61    0.001    0.000    0.011    0.000 _dia.py:89(__init__)
       61    0.000    0.000    0.011    0.000 lax.py:779(broadcast)
       61    0.000    0.000    0.010    0.000 lax.py:1301(squeeze)
      854    0.002    0.000    0.010    0.000 fromnumeric.py:69(_wrapreduction)
      122    0.000    0.000    0.009    0.000 {method 'max' of 'numpy.ndarray' objects}
      122    0.000    0.000    0.009    0.000 _methods.py:38(_amax)
       61    0.000    0.000    0.008    0.000 util.py:278(_promote_dtypes)
      191    0.001    0.000    0.007    0.000 iostream.py:202(schedule)
       61    0.000    0.000    0.007    0.000 lax_numpy.py:774(_compute_newshape)
      366    0.000    0.000    0.007    0.000 <__array_function__ internals>:177(amax)
      122    0.000    0.000    0.007    0.000 {method 'min' of 'numpy.ndarray' objects}
      488    0.000    0.000    0.007    0.000 lax_numpy.py:4068(<genexpr>)
      122    0.000    0.000    0.007    0.000 _methods.py:42(_amin)
       64    0.001    0.000    0.007    0.000 iostream.py:526(write)
      366    0.000    0.000    0.006    0.000 lax_numpy.py:4225(_is_slice_element_none_or_constant)
      191    0.006    0.000    0.006    0.000 socket.py:543(send)
       64    0.000    0.000    0.006    0.000 iostream.py:456(_schedule_flush)
      366    0.001    0.000    0.006    0.000 fromnumeric.py:2677(amax)
      182    0.004    0.000    0.006    0.000 reductions.py:212(sum)
       62    0.000    0.000    0.006    0.000 std.py:1164(__str__)
      183    0.000    0.000    0.006    0.000 lax_numpy.py:785(<genexpr>)
      368    0.001    0.000    0.005    0.000 functools.py:386(_method)
       61    0.000    0.000    0.005    0.000 _base.py:1287(_process_toarray_args)
      183    0.003    0.000    0.005    0.000 _sputils.py:147(get_index_dtype)
      245    0.002    0.000    0.005    0.000 tree_util.py:171(tree_map)
      853    0.001    0.000    0.005    0.000 lax.py:86(_is_array_or_tracer)
       62    0.002    0.000    0.005    0.000 std.py:355(format_meter)
       61    0.005    0.000    0.005    0.000 {built-in method numpy.zeros}
      366    0.002    0.000    0.005    0.000 _dtype.py:344(_name_get)
      122    0.000    0.000    0.005    0.000 core.py:1817(greater_equal_dim)
      368    0.001    0.000    0.004    0.000 device_array.py:43(_forward_method)
       61    0.000    0.000    0.004    0.000 util.py:286(<listcomp>)
       61    0.000    0.000    0.004    0.000 core.py:1838(divide_shape_sizes)
      366    0.000    0.000    0.003    0.000 <__array_function__ internals>:177(amin)
       61    0.000    0.000    0.003    0.000 core.py:1729(divide_shape_sizes)
       61    0.000    0.000    0.003    0.000 <__array_function__ internals>:177(unique)
      122    0.000    0.000    0.003    0.000 <__array_function__ internals>:177(prod)
      366    0.002    0.000    0.003    0.000 arrayprint.py:64(_make_options_dict)
       61    0.000    0.000    0.003    0.000 arraysetops.py:138(unique)
       61    0.003    0.000    0.003    0.000 reductions.py:264(min)
      366    0.001    0.000    0.003    0.000 fromnumeric.py:2802(amin)
     2143    0.002    0.000    0.003    0.000 {method 'format' of 'str' objects}
      122    0.000    0.000    0.003    0.000 fromnumeric.py:2927(prod)
      736    0.001    0.000    0.003    0.000 lax_numpy.py:2233(<genexpr>)
       61    0.002    0.000    0.003    0.000 arraysetops.py:323(_unique1d)
      366    0.001    0.000    0.002    0.000 _dtype.py:330(_name_includes_bit_suffix)
       62    0.000    0.000    0.002    0.000 utils.py:333(disp_len)
      368    0.001    0.000    0.002    0.000 functools.py:393(__get__)
      122    0.000    0.000    0.002    0.000 lax_numpy.py:4275(_static_idx)
      305    0.001    0.000    0.002    0.000 reductions.py:180(_ensure_optional_axes)
      366    0.001    0.000    0.002    0.000 arrayprint.py:780(_formatArray)
      245    0.002    0.000    0.002    0.000 {built-in method numpy.arange}
      490    0.001    0.000    0.002    0.000 lax.py:4804(_check_user_dtype_supported)
       62    0.000    0.000    0.002    0.000 utils.py:329(_text_width)
      122    0.000    0.000    0.002    0.000 {method 'indices' of 'slice' objects}
        1    0.000    0.000    0.002    0.002 scsatime.py:310(compute_hsearch)
     2958    0.001    0.000    0.001    0.000 utils.py:330(<genexpr>)
      366    0.001    0.000    0.001    0.000 arrayprint.py:789(recurser)
      122    0.001    0.000    0.001    0.000 _sputils.py:295(check_shape)
        1    0.000    0.000    0.001    0.001 <__array_function__ internals>:177(argmin)
       61    0.001    0.000    0.001    0.000 _base.py:73(_coo_container)
        1    0.000    0.000    0.001    0.001 fromnumeric.py:1223(argmin)
      366    0.001    0.000    0.001    0.000 arrayprint.py:295(get_printoptions)
        1    0.000    0.000    0.001    0.001 fromnumeric.py:51(_wrapfunc)
        1    0.000    0.000    0.001    0.001 fromnumeric.py:38(_wrapit)
        1    0.000    0.000    0.001    0.001 std.py:846(__init__)
      366    0.001    0.000    0.001    0.000 arrayprint.py:403(_get_formatdict)
      122    0.000    0.000    0.001    0.000 _sputils.py:238(isshape)
       61    0.000    0.000    0.001    0.000 lax_numpy.py:94(canonicalize_shape)
       60    0.001    0.000    0.001    0.000 reductions.py:312(mean)
      425    0.001    0.000    0.001    0.000 dtypes.py:74(to_numeric_dtype)
      122    0.000    0.000    0.001    0.000 _sputils.py:216(isintlike)
      368    0.001    0.000    0.001    0.000 functools.py:385(_make_unbound_method)
      490    0.000    0.000    0.001    0.000 lax_numpy.py:1985(<genexpr>)
      255    0.000    0.000    0.001    0.000 threading.py:1169(is_alive)
      366    0.001    0.000    0.001    0.000 {built-in method builtins.locals}
      245    0.001    0.000    0.001    0.000 lax_numpy.py:234(_jnp_dtype)
        2    0.000    0.000    0.001    0.000 std.py:1279(close)
       61    0.001    0.000    0.001    0.000 _dia.py:446(isspmatrix_dia)
      245    0.000    0.000    0.001    0.000 tree_util.py:77(tree_leaves)
      124    0.000    0.000    0.001    0.000 utils.py:222(_is_ascii)
       65    0.000    0.000    0.001    0.000 std.py:104(acquire)
        1    0.000    0.000    0.001    0.001 std.py:329(status_printer)
      490    0.000    0.000    0.001    0.000 tree_util.py:207(<genexpr>)
       63    0.001    0.000    0.001    0.000 device_array.py:313(<lambda>)
       61    0.000    0.000    0.001    0.000 typing.py:993(__instancecheck__)
      122    0.000    0.000    0.001    0.000 _data.py:20(__init__)
       61    0.001    0.000    0.001    0.000 {method 'sort' of 'numpy.ndarray' objects}
       64    0.000    0.000    0.001    0.000 threading.py:545(__init__)
       61    0.000    0.000    0.001    0.000 lax_numpy.py:557(<listcomp>)
      122    0.000    0.000    0.001    0.000 _base.py:291(nnz)
      854    0.001    0.000    0.001    0.000 fromnumeric.py:70(<dictcomp>)
      361    0.001    0.000    0.001    0.000 std.py:233(__call__)
      122    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:404(parent)
      123    0.000    0.000    0.001    0.000 std.py:288(format_interval)
      366    0.001    0.000    0.001    0.000 arrayprint.py:1231(__call__)
       61    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(atleast_2d)
       62    0.000    0.000    0.001    0.000 std.py:1460(format_dict)
      732    0.001    0.000    0.001    0.000 {method 'copy' of 'dict' objects}
       61    0.000    0.000    0.000    0.000 _sputils.py:135(getdata)
      183    0.000    0.000    0.000    0.000 dtypes.py:475(<setcomp>)
      366    0.000    0.000    0.000    0.000 arrayprint.py:72(<dictcomp>)
       65    0.000    0.000    0.000    0.000 std.py:108(release)
      122    0.000    0.000    0.000    0.000 _coo.py:240(getnnz)
     2896    0.000    0.000    0.000    0.000 {built-in method unicodedata.east_asian_width}
       64    0.000    0.000    0.000    0.000 threading.py:236(__init__)
      122    0.000    0.000    0.000    0.000 _base.py:105(__init__)
       61    0.000    0.000    0.000    0.000 typing.py:1154(__subclasscheck__)
      255    0.000    0.000    0.000    0.000 threading.py:1102(_wait_for_tstate_lock)
      366    0.000    0.000    0.000    0.000 _sputils.py:308(<genexpr>)
       65    0.000    0.000    0.000    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
       61    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(atleast_1d)
      245    0.000    0.000    0.000    0.000 lax_numpy.py:1962(<lambda>)
       61    0.000    0.000    0.000    0.000 {built-in method now}
       62    0.000    0.000    0.000    0.000 std.py:188(__format__)
      122    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
      368    0.000    0.000    0.000    0.000 functools.py:412(__isabstractmethod__)
       61    0.000    0.000    0.000    0.000 shape_base.py:81(atleast_2d)
      366    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      366    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
        1    0.000    0.000    0.000    0.000 traceback_util.py:158(reraise_with_filtered_traceback)
        1    0.000    0.000    0.000    0.000 api.py:595(cache_miss)
       61    0.000    0.000    0.000    0.000 _sputils.py:109(getdtype)
       61    0.000    0.000    0.000    0.000 lax.py:176(_extract_tracers_dyn_shape)
     1302    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
      428    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       65    0.000    0.000    0.000    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
        2    0.000    0.000    0.000    0.000 std.py:1300(fp_write)
       62    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
       62    0.000    0.000    0.000    0.000 std.py:155(__init__)
      430    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
      488    0.000    0.000    0.000    0.000 _base.py:119(get_shape)
      305    0.000    0.000    0.000    0.000 reductions.py:181(force)
      122    0.000    0.000    0.000    0.000 lax.py:1304(<genexpr>)
       61    0.000    0.000    0.000    0.000 {method 'flatten' of 'numpy.ndarray' objects}
       61    0.000    0.000    0.000    0.000 shape_base.py:23(atleast_1d)
       64    0.000    0.000    0.000    0.000 threading.py:1430(current_thread)
       64    0.000    0.000    0.000    0.000 iostream.py:437(_is_master_process)
      191    0.000    0.000    0.000    0.000 iostream.py:90(_event_pipe)
      552    0.000    0.000    0.000    0.000 lax_numpy.py:2241(<genexpr>)
      122    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
      674    0.000    0.000    0.000    0.000 dtypes.py:301(_jax_type)
       62    0.000    0.000    0.000    0.000 dtypes.py:480(<setcomp>)
      122    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
      366    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       61    0.000    0.000    0.000    0.000 abc.py:121(__subclasscheck__)
      368    0.000    0.000    0.000    0.000 {built-in method builtins.id}
      366    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
      369    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
      547    0.000    0.000    0.000    0.000 typing.py:1737(cast)
      128    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       64    0.000    0.000    0.000    0.000 threading.py:267(__exit__)
      366    0.000    0.000    0.000    0.000 arrayprint.py:552(_array2string_dispatcher)
      128    0.000    0.000    0.000    0.000 threading.py:1145(ident)
      366    0.000    0.000    0.000    0.000 fromnumeric.py:2672(_amax_dispatcher)
      183    0.000    0.000    0.000    0.000 lax.py:956(<genexpr>)
       63    0.000    0.000    0.000    0.000 device_array.py:240(__len__)
      122    0.000    0.000    0.000    0.000 shape_base.py:1273(<genexpr>)
